Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Attribute 10,Attribute 11,Attribute 12,Attribute 13,Attribute 14,Attribute 15,Attribute 16,Attribute 17,Attribute 18,Attribute 19,Attribute 20,Attribute 21,Attribute 22,Attribute 23,Attribute 24,Attribute 25,Attribute 26,Attribute 27,Attribute 28,Attribute 29,Attribute 30,Attribute 31,Attribute 32,Attribute 33,Attribute 34,Attribute 35,Attribute 36,Attribute 37,Attribute 38,Attribute 39,Attribute 40,Attribute 41,Attribute 42,Attribute 43,Attribute 44,Attribute 45,Attribute 46,Attribute 47,Attribute 48,Attribute 49,Attribute 50,Attribute 51,Attribute 52,Attribute 53,Attribute 54,Attribute 55,Attribute 56,Attribute 57,Attribute 58,Attribute 59,Attribute 60,Class
0.6,1,1,1,1,0.25,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.958579856,0.75,1,0.6875,1,0.6,0.028287897,0.25,0,0,0,0.034913299,0.868338714,0.004038171,0.0775906,0.45761988,1,1,0.037349668,0.032073416,0.133364311,0.060469132,0.075769535,0.048483862,0.069830806,0.321500287,0.004448616,0.057987437,0.153270641,0.062103451,0.018454325,0.873723987,0.5,0.014333371,0,0.091508346,0.675438596,0.575757576,0.17938117,0.144174355,0.618181818,1,Good
0.4,1,1,0.913043478,0,0.75,0.25,0,1,0,0,0,0.75,0.5,1,0.75,0.75,0.933333333,0.980969123,0.5,0,0,0,0,0,0,0.75,1,0.25,0.00865705,0.945347546,0.001249499,0.035747217,1,1,0.847828974,0.042527112,0.016360038,0.032998536,0.127219298,0.025174664,0.073966245,0.055964555,0.036356962,0.002195104,0,0.112781402,0.027207226,0.010580616,0.948198519,0.75,0.003662164,0,0.848396903,0.236842105,0.575757576,1,1,0.221212121,1,Good
0.4,1,1,0.739130435,0,1,0.25,1,1,1,0,0,0.75,0.5,0.5,0.5,1,1,0.947385222,0.5,0,0,0,0,0,0,0.75,0.75,0.75,0.141685993,0.84966382,0.005027322,0.191211429,0,0.241984632,0.394591245,0.016133918,0.034645525,0.208867667,0.041118243,0.20568137,0.019468362,0.115080546,0.009134915,0.005214668,0,0.088733263,0.014581574,0.123665876,0.958882273,0.25,0.003177109,0,0.16006967,0.570175439,0.151515152,0.335353922,0.452271114,0.63030303,1,Good
0.4,1,1,1,0,0.75,0.25,0,1,0,1,1,1,0,0.75,0.25,0.5,0.6,0.98656644,0.5,0,0,0,0,0,0,0.75,0.75,1,0.00382437,0.922013547,0.00193201,0.01396924,1,1,0.93050945,0.023146427,0.002735342,0.020519355,0.041902849,0.009936054,0.037433391,0.014275195,0.00109619,8.46752E-06,0.091090812,0.16847132,0.015752785,0.01159923,0.996097149,0.75,0.003177109,0.119063211,0.848396903,0.236842105,0.575757576,1,1,0.221212121,0,Good
0.8,1,1,0.826086957,0,1,1,0,1,1,0,0,0.75,0.5,1,0.5,0.5,0.8,0.992163757,0.5,0,0,0,0,0,0,0.25,1,1,0.011269993,0.894957983,0.002881552,0.030982766,0.9831311,0.578880351,0.86783517,0.014474268,0.004207042,0.016540165,0.072921899,0.026252108,0.021348258,0.016337272,0.002740474,0.000945654,0.022213326,0.055627054,0.020291227,0.00727093,0.995253196,0.25,0.003662164,0.071437926,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0.4,1,1,1,0.75,1,1,0,1,1,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.969774489,0.5,0,0,0,0,0,0,0.75,0.25,1,0.002934921,0.898936728,0.00272933,0.039290403,0.718846043,1,0.97308901,0.041192444,0.017481406,0.020961487,0.210469613,0.033082627,0.060670231,0.055117507,0.006577139,0.000544778,0.030076053,0.027366695,0.017729203,0.010498959,0.968797858,0.5,0.003662164,0.059531605,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0.6,0.5,1,1,0.75,0.5,0.5,0,1,0,0,0,0.75,0.5,0.25,0.25,1,1,0.78954089,0.5,0,0,0,0,0,0,0.25,0.75,0.75,0.033617603,0.911418415,0.002281066,0.721320961,0,1,0.801708494,0.023622719,0.194357568,0.228853405,0.21376615,0.444293001,0.049560413,0.425214891,0.339969258,0.00147842,0.007752072,0.021814526,0.276844947,0.006938776,0.534700277,0.5,0.003662164,0.059531605,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0.4,1,1,0.869565217,1,0.5,0.25,1,1,0,0,0,0.5,0.5,1,0.5,0.5,0.8,0.98656644,0.75,1,0.9375,1,1,0.134690802,1,0,0,0,0.022397083,0.987925184,0.000241999,0.073978242,0.99662622,1,0.904129598,0.00548707,0.003901075,0.009908182,0.11084882,0.046691866,0.011550494,0.015743644,0.009134915,0.000239271,0.020398851,0.019329789,0.033467348,0.002612256,0.983196727,1,0.009482822,0.035718963,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0,1,1,1,0.75,0.75,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.969774489,0.75,0,0,0,0,0,0,0.25,0.75,0.75,0.037090039,0.925595238,0.001819928,0.12305572,1,1,0.837206214,0.037994885,0.052320302,0.113809246,0.115838581,0.096131622,0.061834823,0.116816648,0.115708923,0.001008196,0.019652324,0.051142583,0.043861844,0.022371153,0.895442855,0.25,0.001721945,0.047625284,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0.4,0.5,1,0.608695652,0,1,0.25,0,1,0,1,1,1,0,0.25,0.25,1,1,0.969774489,0.5,0,0,0,0,0,0,0.75,0.75,0.75,0.102466941,0.94047619,0.001383145,0.324060058,1,1,1,0.004825682,0.018052034,0.065174706,0.071002846,0.242391068,0.008840641,0.060682337,0.10961898,7.34241E-05,0,0.023055633,0,0,0.900954384,0.25,0.002692054,0.035718963,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0,Good
0.6,1,0.8,0.913043478,0.75,0.75,0.25,0,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.980969123,0.5,0,0,0,0,0,0,0.25,0.75,0.75,0.030654716,0.774166999,0.011893996,0.027170167,0.95951464,1,0.64280972,0.042449486,0.012184817,0.087281315,0.035895028,0.04516833,0.032050367,0.041752889,0.182698299,0.001068504,0.116566046,0.16709932,0.011185063,0.067692934,0.936820657,0.25,0.003662164,0.083344247,0.16006967,0.570175439,0.151515152,0.335353922,0.452271114,0.63030303,1,Good
0.4,1,1,0.956521739,0,1,1,0,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.969774489,0.5,0,0,0,0,0,0,0.25,0.75,1,0.074216903,0.96031746,0.000864466,0.103603688,1,1,0.538175541,0.017219912,0.019591964,0.034409601,0.145181392,0.071755047,0.031849487,0.065923969,0.328856939,0.000259233,0,0.04200309,0.043861844,0.006756681,0.839294156,0.25,0.005020318,0.059531605,0.16006967,0.570175439,0.151515152,0.335353922,0.452271114,0.63030303,1,Good
0.2,1,1,0.52173913,0,1,0.25,0,1,0,0,0,0.75,0.5,1,1,0.5,0.933333333,0.969774489,0.5,0,0,0,0,0,0,0.25,0.75,1,0.005997829,1,0,0.019188091,1,1,0.526490506,0.026420546,0.004834274,0.008802852,0.147218037,0.010736256,0.054553698,0.020031305,0.01826983,0.001206709,0,0.071665997,0.005065487,0.016533199,0.994478137,0.5,0.003177109,0.023812642,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0.8,1,1,1,0.75,0.75,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.969774489,0.5,0,0,0,0,0,0,0.25,0.75,0.75,0.203873635,0.893269726,0.002947604,0.038634936,0,1,0.86606471,0.144792235,0.062480171,0.175707753,0.089185121,0.033276665,0.207146975,0.140045075,0.211381932,0.002913604,0.470388747,0.224794216,0.011717671,0.129476821,0.836135361,0.5,0.003662164,0.095250569,0.16006967,0.570175439,0.151515152,0.335353922,0.452271114,0.63030303,1,Good
1,0.5,0.8,0.695652174,0,1,1,0,1,0,0,0,0.75,0.5,1,0.75,0.75,0.933333333,0.910069815,0.5,0,0,0,0,0,0,0.25,0.75,1,0.012343785,0.948042504,0.001250736,0.48472477,0,1,0.372460497,0.0454753,0.249788138,0.494927192,0.126417139,0.376302155,0.075075407,0.559357765,0.05480949,0.004097968,0.268341712,0.057095233,0.560512197,0.007408059,0.777117222,0.5,0.003177109,0,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0.6,1,1,1,1,0.5,0.25,0,1,0,1,1,0.5,0,1,0.5,0.5,0.8,0.947385222,0.5,0,0,0,0,0,0,0.75,0.75,0.75,0.015829357,0.877819549,0.003596177,0.48616033,0.975405144,1,1,0.006613632,0.037389128,0.131494534,0.071530219,0.461780238,0.009373156,0.124419255,0.913491497,0.000405117,0.032592125,0.024322714,0.46842575,0.002210026,0.183077763,1,0.038586114,0.178594816,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.4,1,1,1,1,0.5,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.947385222,0.5,1,1,1,0.8,0.1683534,1,0,0,0,0.008755657,0.834955681,0.005941748,0.105533589,0.848562261,1,0.845261807,0.022089153,0.025778458,0.087226049,0.07499382,0.121727025,0.024602141,0.054504785,0.027404745,0.001141476,0,0.030742797,0.103886396,0.007107754,0.935098304,1,0.007057548,0.023812642,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Good
0.4,1,1,1,0.75,1,0.25,1,1,0,0,0,0.5,0.5,0.75,0.5,0.75,0.9,0.958579856,0.5,1,1,1,0.6,0.234385434,1,0,0,0,0.036518857,0.883637666,0.003342172,0.034743492,0.696359799,1,0.978046298,0.070537767,0.026894471,0.043068096,0.158312406,0.031046168,0.097305844,0.097029043,0.001826983,0.000577106,0.234506946,0.119655433,0.00213746,0.173661126,0.967953905,0.5,0.161304992,0.095250569,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.8,1,1,0.956521739,1,1,0.25,0,1,0,1,1,0.25,0,0.75,0.5,0.75,0.9,0.975371806,0.5,1,1,1,0.6,0.13335723,1,0,0,0,0.288727671,0.897184211,0.002795793,0.034951499,0.965519968,1,1,0.024351017,0.008781244,0.054121401,0.042993471,0.029502318,0.035849522,0.018538209,0.003653966,8.46752E-06,0.011261671,0.078173633,0.029221709,0.016067405,0.996889431,1,0.002207,0.071437926,0.848396903,0.236842105,0.575757576,1,1,0.221212121,0.738317757,Good
0.6,1,1,1,0.25,1,0.25,1,0.75,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.98656644,0.5,1,1,1,1,0.101028204,1,0,0,0,0.039657435,0.888652293,0.003132894,0.09743467,1,1,0.93909618,0.02342678,0.025197427,0.063939388,0.100277004,0.08746063,0.033352463,0.057872844,0.152620069,0.000706863,0.017600877,0.063811566,0,0,0.931684601,0.5,0.002983087,0.023812642,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,1,Good
0,1,1,1,1,0.25,0.25,1,1,0,1,1,1,0,0.75,0.5,0.75,0.9,0.952982539,0.5,0,0,0,0,0,0,0.75,0.75,1,0.052590682,0.969350117,0.000649221,0.068929402,1,1,1,0.030621636,0.023146073,0.027738047,0.210438008,0.045966013,0.057687333,0.078542213,0.07307932,0.00023927,0,0.052969118,0.00872552,0.028164951,0.911279888,0.75,0.003177109,0,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,0,Good
0.6,1,0.8,1,0,0.25,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.947385222,0.5,0.8,1,1,0.8,0.121233845,1,0,0,0,0.026891746,0.943062435,0.001311651,0.117211163,0.957490372,1,1,0.028307785,0.036969189,0.106480905,0.087630498,0.068306493,0.061619899,0.079898879,0.20087678,0.007139962,0.030894638,0.067318585,0.077534153,0.01174501,0.800689341,0.75,0.001760749,0.011906321,0.067590566,0.710526316,0.575757576,0.146659408,0.186568488,0.687878788,1,Good
0.6,1,1,1,1,0.25,0.25,1,1,0,0,0,0.75,0.5,1,1,0.75,0.95,0.980969123,0.5,1,1,1,0.8,0.068699179,1,0,0,0,0.020589211,1,0,0.190489434,1,1,1,0.008469238,0.018032146,0.056704779,0.081605341,0.118070539,0.018023301,0.061656095,0.255138175,0.00574949,0,0.041838023,0.207831352,0.002168107,0.656809161,0.25,0.007542603,0,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,1,Good
0.4,1,1,1,1,0.25,0.25,1,1,0,0.5,0.3,0.5,0,0.75,0.5,0.75,0.9,0.980969123,0.5,0,0,0,0,0,0,0.25,0.75,1,0.001338595,0.9695711,0.000644104,0.057291381,1,1,0.905811535,0.040538798,0.025499569,0.047164893,0.137382108,0.036772916,0.078564207,0.05769059,0.202910821,0.00318444,0.050172868,0.055011944,0.042251429,0.009626705,0.898496586,0.5,0.014333371,0.238126421,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Good
0.4,1,1,1,1,0.5,0.25,1,1,0,1,0.6,0,1,0.75,0.5,0.75,0.9,0.975371806,0.5,1,1,1,0.4,0.047442845,1,0,0,0,0.240308372,0.757087071,0.01470647,0.194867483,0.957001174,1,0.44469526,0.247163763,0.54344192,0.142984115,0.957572714,0.380650615,0.177103643,0.101280452,0.012788881,0.000249516,0.022078565,0.032365772,0.204903325,0.005838316,0.899017805,0.25,0.00123689,0.095250569,0.272911038,0.666666667,0.696969697,0.362528874,0.22661462,0.3,0.433501078,Good
0,1,0.8,1,1,1,0.25,1,1,0,1,1,0.25,0,1,0.5,0.5,0.8,0.952982539,0.75,0.8,1,1,0,0.109110461,1,0,0,0,0.046701178,0.96428338,0.00076847,0.035570852,0.78407808,1,0.844111008,0.087924362,0.05560945,0.087281315,0.100169513,0.023487805,0.161739801,0.074950241,0.01826983,0.009790805,0.052234646,0.156341249,0.013995969,0.054107268,0.948663554,0.5,0.046346991,0.154782174,0.126164486,0.824561404,0.212121212,0.186237439,0.225863497,0.666666667,0.738317757,Good
0,1,1,0.956521739,1,0.25,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.992163757,0.5,0,0,0,0,0,0,0.75,0.75,1,0.008718928,0.843285869,0.005407368,0.031759291,0.718846043,1,0.902093569,1,0.388599407,0.05191074,0.127012808,0.036124621,0.081244318,0.059032675,0,0.00526995,0.036366234,0.061580095,0.046789871,0.009546285,0.980182609,1,0.484836579,1,0.432196692,0.964912281,0.393939394,0.767210558,0.560220014,0.451515152,1,Good
0.6,1,1,0.217391304,1,1,0.75,1,1,0,0,0,0.75,0.5,0.5,0.5,1,1,0.970703644,0.5,1,1,1,0.8,0.028287897,0.25,0,0,0,0.014518148,0.975491634,0.000509548,0.066893034,0.866330836,1,1,0.030343049,1,0.022803852,0.244420382,0.043721986,0.058244451,0.048751452,0.057854461,0.000567803,0,0.022477411,0.0500107,0.003895945,0.95388745,1,0.005602384,0.035718963,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Good
0,0.75,0.8,0.47826087,1,0.25,0.25,1,1,0,0,0,0.5,0.5,0.5,0.5,1,1,0.969774489,0.5,0.8,1,1,0,0.101028204,0.5,0,0,0,0.027318439,0.873245555,0.003804874,0.066741762,0.860038736,1,1,0.035286914,0.597552925,0.074017349,0.088936981,0.063588895,0.0468311,0.056863676,0.10961898,0.002312353,0.01402351,0.050171472,0.036834579,0.017361277,0.947457907,0.5,0.145298181,0.166688495,0.432196692,0.964912281,0.393939394,0.767210558,0.560220014,0.451515152,0.503235083,Good
0.4,1,1,0.869565217,1,0.25,0.25,0,1,1,0,0,0.75,0.5,0.25,0.25,1,1,0.969774489,0.5,0,0,0,0,0,0,0.5,0.75,0.75,0.111343767,1,0,0.312388838,1,1,1,0.039872327,0.140897656,0.060753384,0.04507785,0.194450472,0.006624166,0.034854304,0.328856939,0.00027244,0.008532182,0.026951511,0.089246261,0.005751207,0.884936503,0.25,0.002692054,0.023812642,0.228510459,0,0.575757576,0.166051172,0.122237994,0.154545455,1,Good
0.2,1,1,0.608695652,0.25,1,0.25,0,1,0,0,0,0.75,0.5,1,1,0.75,0.95,0.996828224,0.75,1,1,1,0,0.121233845,1,0,0,0,0.001772441,1,0,0.014707898,1,1,0.900854247,0.02469116,0.558999747,0.007144856,0.126681734,0.00792905,0.051034446,0.007904687,0.002603451,0.009176558,0.009239827,0.077827814,0.000673446,0.097581398,0.997289878,1,0.005408362,0.059531605,0.126164486,0.824561404,0.212121212,0.186237439,0.225863497,0.666666667,1,Good
0.4,1,1,1,1,0.25,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.969774489,0.5,0,0,0,0,0,0,0.5,0.25,0.25,0.065175557,0.706885,0.031659699,0.021076494,1,1,1,0.072525717,0.54344192,0.036017193,0.117253437,0.072779269,0.026600624,0.05831199,0.101050429,0.000910156,0.00766101,0.04332722,0.02772739,0.011316484,0.809013472,0.75,0.001721945,0,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Good
0,1,1,1,0,0.25,0.25,1,1,0,1,1,0.75,0,1,0.5,0.5,0.8,0.936190589,0.5,0,0,0,0,0,0,1,0.25,1,0.464048972,0.976958525,0.000476947,0.187895829,1,1,0.468862037,0.011367393,0.082152063,0.169647889,0.035068295,0.124570958,0.022377676,0.077528879,0.548094898,0.003379688,0.107968815,0.118979116,0.117062517,0.012359952,0.74146452,0.5,0.007542603,0.059531605,0.126164486,0.824561404,0.212121212,0.186237439,0.225863497,0.666666667,1,Good
0.6,1,1,1,1,0.25,0.25,1,1,0,1,0.6,1,0,0.75,0.5,0.75,0.9,0,0.5,0,0,0,0,0,0,1,0.75,0.5,0.025058631,0.865586045,0.004173549,0.144906837,1,1,1,0.143758589,0.234796076,0.05191074,1,0.144356611,0.170902375,0.110252371,0.038366643,0.000405117,0.015608636,0.015088958,0.117062517,0.003677277,0.991240114,0.75,0.003080098,0,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,0,Good
0.4,1,0.8,1,0,0.25,0.25,1,1,0,0,0,0.75,0.5,0.75,0.25,0.5,0.6,0.835438887,0.5,1,1,1,0.6,0.028287897,0.25,0,0,0,0.047890472,0.842529604,0.005454042,0.16429403,0.955719137,1,1,0.058717813,0.108603179,0.065174706,0.079745522,0.182912227,0.013094243,0.05595414,0.063944405,0.000999401,0.011893497,0.030825719,0.142682753,0.003777602,0.907499324,0.75,0.002692054,0.035718963,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0,1,1,1,1,0.25,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.969774489,0.5,1,1,1,0.8,0.168380475,1,0,0,0,0.082467317,0.851190476,0.004939804,0.054325205,1,1,0.68804497,0.02785426,0.182019578,0.034225453,0.122582873,0.057129102,0.033524904,0.0548502,0.009134915,0.000699956,0.008060418,0.052480057,0,0,0.977426845,0.5,0.005602384,0.035718963,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Good
0.4,1,1,1,1,0.5,0.5,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.230928677,0.5,0,0,0,0,0,0,0.5,0.75,0.75,0.005463452,0.907142857,0.002429849,0.038244858,1,1,0.488779711,0.098840422,0.041948032,0.045941956,0.229738047,0.031127423,0.680076628,0.022044434,0.022837287,0.003102888,0.058916534,0.063079537,0.029221709,0.01365459,0.998784019,0.25,0.242309152,0.059531605,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Good
0,0,0.8,1,0,1,0.25,1,0.75,0,1,1,0.5,0,0.5,0.25,0.75,0.8,0.947385222,0.75,1,0.9375,1,1,0.028287897,1,0,0,0,1,0.987360313,0.000253735,0.554065431,0.93258063,1,1,0.108518737,0.136788218,0.504654763,0.339861634,0.358621257,0.213777734,1,0.157668632,0.031533013,0.01763655,0.061144999,0.116591105,0.037216201,0.820618685,0.5,0.000509308,0.071437926,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,0.503235083,Good
0,1,1,1,0,0.25,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.958579856,0.5,0,0,0,0,0,0,0.75,0.75,1,0.05622275,0.877804932,0.003596831,0.02728688,1,1,1,0.109305697,0.032922015,0.080649332,0.103370573,0.024748886,0.146847836,0.073318632,0.003653966,0.008666864,0.041831218,0.137512606,0.013732446,0.050992084,0.960720023,0.25,0.001178683,0.035718963,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0.4,1,1,1,0.75,0.5,0.25,1,1,0,1,1,1,0,0.75,0.5,0.75,0.9,0.980969123,0.5,1,0.875,1,0,0.154896443,1,0,0,0,0.014242739,0.702380952,0.034578625,0.016717942,1,1,0.728942593,1,1,0.275187495,1,0.062004417,1,0.112338401,0.182698299,0.006873134,0.069389686,0.384790856,0.00433348,0.543191231,0.932990144,0.5,0.010937987,0.047625284,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Good
0.6,1,1,1,1,0.25,0.25,1,1,0,0,0,0.75,0.5,0.5,0.5,1,1,0.980969123,0.5,1,0.9375,1,0.6,0.058596359,1,0,0,0,0.010275533,0.959260404,0.000890458,0.025038484,1,1,1,0.039327594,0.05560945,0.014118939,0.185680666,0.016433386,0.071600056,0.020201341,0.012788881,0.004187181,0.706757694,0.074828469,0.007017017,0.018397629,0.975230845,0.75,0.00123689,0.023812642,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0,0.75,1,1,1,0.25,0.25,0,1,0,0,0,0.5,0.5,0.75,0.5,0.75,0.9,0.980969123,0.5,1,0.75,1,0,0.117192717,1,0,0,0,0.023874263,0.922549896,0.001915043,0.047199277,0.90722105,1,1,1,1,0.083498874,0.087188543,0.032722057,0.098549849,0.064286111,0.007307932,0.003811405,0.083930254,0.108816031,0.028562903,0.025308048,0.980260115,0.5,0.024034468,0.476252843,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Good
0,0,0.8,1,1,0.25,0.25,1,1,0,0,0,0.75,0.5,0.5,0.25,0.75,0.8,0.947385222,0.5,1,0.3125,1,0,0.028287897,0.25,0,0,0,0.253546213,0.987839639,0.000243774,0.076779075,0.977355526,1,0.757446997,0.689583854,0.597552925,0.089456274,0.025030283,0.048520596,0.02185198,0.021072133,0.029231728,0.003266053,0,0.159661379,0.027119386,0.028558032,0.934194069,0.75,0.225671771,0.881067759,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Good
0.6,1,1,1,1,1,1,1,1,0,0,0,0.75,0.5,0.5,0.5,1,1,0.992163757,0.5,1,1,1,0.6,0.505141022,1,0,0,0,0.003985742,1,0,0.032409248,1,1,0.946620635,0.386171399,0.140897656,0.00124976,0.27236838,0.019020391,0.014339263,0.008959908,0,0.000262305,0.305271392,0.009371834,0.029221709,0.00047106,0.995184302,0.75,0.048287211,0.130969532,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,1,Good
0.6,1,1,0.739130435,1,0.25,0.25,1,1,0,1,1,1,0,0.75,0.5,0.75,0.9,0.980969123,0.5,0,0,0,0,0,0,0.75,0.25,0.75,0.025326232,1,0,0.03421747,1,1,0.615190546,0.027603643,0.54344192,0.012118843,0.205717395,0.02015339,0.056961265,0.035635394,0.228372874,0.000295751,0,0.053501054,0.00872552,0.012806845,0.958050377,1,0.00123689,0.833442475,0.067590566,0.710526316,0.575757576,0.146659408,0.186568488,0.687878788,0,Good
0.4,1,0.8,1,1,0.5,0.25,1,1,0,1,0.6,1,0,1,0.5,0.5,0.8,0.969774489,0.75,0,0,0,0,0,0,0.25,0.75,1,0.10763108,0.979474548,0.000421691,0.103603688,1,1,1,0.949556996,1,0.047489418,0.099789964,0.06931739,0.031170026,0.040026854,0,0.006043901,0.002288252,0.029420164,0,0,0.977943551,0.5,0.000169769,0.023812642,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Good
0.4,1,1,0.608695652,1,0.25,0.25,1,1,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.969774489,0.5,0,0,0,0,0,0,0.25,1,0.5,0.010885008,0.98154269,0.000376886,0.118838974,1,1,0.61766919,0.012441183,0.082152063,0.095619431,0.043182361,0.077238436,0.02475692,0.019237943,0.094990473,0.000468099,0,0.053441199,0.001346892,0.594433305,0.977989572,0.75,0.004632274,0,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Good
0.6,1,1,0.739130435,1,0.25,0.25,1,1,0,1,1,0.75,0,0.75,0.75,1,1,0.947385222,0.5,0,0,0,0,0,0,0.75,0.75,0.5,0.025325962,0.65732853,0.045100458,0.039339359,0.803595397,1,1,0.072664972,0.234796076,0.592417339,0.011911647,0.082693263,0.04374377,0.104434815,0.05480949,0.003080473,0.125293673,0.311368214,0,0,0.949438613,0.5,0.009482822,0.178594816,0.161916156,0.394736842,0.484848485,0.206364854,0.16492193,0.136363636,1,Good
0.6,0.5,1,0.913043478,1,0.25,0.25,1,1,0,0,0,0.5,0.5,0.75,0.75,1,1,0.992163757,0.5,0,0,0,0,0,0,0.25,0.75,1,0.00284534,1,0,0.00971521,1,1,1,0.015145447,0.108603179,0.002126656,0.13204352,0.004800723,0.031609195,0.003883578,0,0.000781036,0.208088185,0.045863081,0.007847112,0.003339145,0.998095078,0.5,0.007057548,0.071437926,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.4,1,1,1,0,0.25,0.25,1,0.75,0,1,0.6,0.5,0,1,0.5,0.5,0.8,0.989700937,0.75,0,0,0,0,0,0,0.5,0.75,0.25,0.017879318,0.713116497,0.028238338,0.002859665,0.971542166,1,0.927765237,0.541259056,0.182019578,0.031572659,0.140286696,0.008180941,0.216838545,0.0645982,0,0.021493818,0.058471729,0.301959865,0,0,0.998990701,0.5,0.024034468,0.083344247,0.133070571,0.49122807,0.757575758,0.167831448,0.037627159,0.057575758,0.503235083,Good
1,1,1,0.826086957,0,0.25,0.25,1,1,0,0,0,0.25,0.5,0.5,0.5,1,1,0.947385222,0.5,0,0,0,0,0,0,0.25,0.25,0.25,0.03978428,0.919287023,0.002019278,0.272447591,1,1,0.614482362,0.005707371,0.041948032,0.080649332,0.056183501,0.219294426,0.009599954,0.057496532,0.051977666,0.00048599,0.004575801,0.015380937,0.084854221,0.008084655,0.89360166,0.5,0.005602384,0.10715689,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Good
0.6,1,1,1,0,0.25,0.25,1,1,0,0,0,0.75,0.5,0.75,0.25,0.5,0.6,0.969774489,0.5,1,1,1,0,0.08324724,1,0,0,0,0.036248497,0.917860428,0.002065629,0.021567982,0.919687167,1,0,0.065092742,0.136788218,0.0263695,0.146001518,0.016290215,0.102604115,0.023084382,0.049328541,0.001928747,0.121808227,0.136809807,0.010306655,0.022692296,0.957447553,0.75,0.004632274,0.059531605,0.055256346,0.666666667,0.484848485,0.101917107,0.12371067,0.627272727,1,Good
